,name,affiliation,race,status,devil_fruit,origin,haki,bounty,devil_fruit_type
1260,Shanks,Red Hair Pirates,Human,Alive,Unknown,West Blue (God Valley),"['Conquerors', 'Observation', 'Armament']",4048900000,Unknown
1261,Sharinguru,Marines,Human,Alive,Shari Shari no Mi,,,100000000,Paramecia
1262,Sheepshead,Beasts Pirates,Human,Unknown,Sheep SMILE,Grand Line,,,Zoan
1263,Shelly,Tonjit,Animal,Alive,Unknown,,,,Unknown
1264,Shepherd Ju Peter,Five Elders,Human,Alive,Unknown,,['Observation'],,Unknown
1265,Shepherd Sommers,Knights of God,Human,Alive,Iba Iba no Mi,,,,Paramecia
1266,Shiki,Golden Lion Pirates,Human,Alive,Fuwa Fuwa no Mi,,,,Paramecia
1267,Shikon Kettai,Germ Pirates,Human,Alive,Unknown,,,,Unknown
1268,Shimotsuki Furiko,Shimotsuki Family,Human,Unknown,Unknown,Grand Line (Wano Country),,,Unknown
1269,Shimotsuki Koushirou,Shimotsuki Family,Human,Alive,Unknown,East Blue (Shimotsuki Village),,,Unknown
1270,Shimotsuki Kouzaburou,Shimotsuki Family,Human,Deceased,Unknown,Grand Line (Wano Country),,,Unknown
1271,Shimotsuki Kuina,Shimotsuki Family,Human,Deceased,Unknown,East Blue (Shimotsuki Village),,,Unknown
1272,Shimotsuki Ryuma,Thriller Bark Pirates,Human,Deceased,Unknown,Grand Line (Wano Country),['Armament'],,Unknown
1273,Shimotsuki Ushimaru,Shimotsuki Family,Human,Deceased,Unknown,Grand Line (Wano Country),"['Observation', 'Armament']",,Unknown
1274,Shimotsuki Yasuie,Shimotsuki Family,Human,Deceased,Unknown,,,,Unknown
1275,Shin Detamaruka,,Human,Alive,Unknown,,,,Unknown
1276,Shin Jaiya,,Human,Alive,Unknown,,,,Unknown
1277,Shine,Marines,Human,Alive,Unknown,,,100000,Unknown
1278,Shinobu,Kouzuki Family,Human,Alive,Juku Juku no Mi,Grand Line (Wano Country),,,Paramecia
1279,Shinosuke,Kouzuki Family,Human,Alive,Unknown,,,,Unknown
1280,Shion,Kuja,Human,Alive,Unknown,,['Armament'],,Unknown
1281,Shioyaki,Arlong Pirates,Fish-man,Alive,Unknown,Grand Line (Ryugu Kingdom),,,Unknown
1282,Shirahoshi,Ryugu Kingdom,Merfolk,Alive,Unknown,Grand Line (Ryugu Kingdom),['Observation'],,Unknown
1283,Shiryu,Blackbeard Pirates,Human,Alive,Suke Suke no Mi,Grand Line,['Armament'],,Paramecia
1284,Shishilian,Mokomo Dukedom,Mink,Alive,Unknown,Grand Line (Mokomo Dukedom),,,Unknown
1285,Shoujou,Saruyama Alliance (Shoujou Pirates),Human,Alive,Unknown,South Blue,,36000000,Unknown
1286,Shu,Marines,Human,Alive,Sabi Sabi no Mi,,,100000000,Paramecia
1287,Shura,God's Army (former),Moon people - Birkan,Unknown,Unknown,Sky Islands (Birka),['Observation'],,Unknown
1288,Shuri [Gunko],Knights of God,Human,Alive,Aro Aro no Mi,West Blue,,,Paramecia
1289,Shyarly,Mermaid Café,Merfolk,Alive,Unknown,Grand Line (Ryugu Kingdom),,,Unknown
1290,Sicily,Marines,Human,Alive,Unknown,South Blue,,200000000,Unknown
1291,Sig,Giant Warrior Pirates,Giant,Alive,Unknown,,,,Unknown
1292,Silvers Rayleigh,Roger Pirates (former),Human,Alive,Unknown,,"['Conquerors', 'Observation', 'Armament']",,Unknown
1293,Sind,,Human,Alive,Unknown,,,,Unknown
1294,Skaldi,Walrus School,Giant,Alive,Unknown,,,,Unknown
1295,Skull,Spade Pirates,Human,Alive,Unknown,,,,Unknown
1296,Sleepy,Whitebeard Pirates,Human,Alive,Unknown,,,,Unknown
1297,Smiley,Caesar Clown (former),Object,Deceased,"Sara Sara no Mi, Model: Axolotl",,,,Unknown
1298,Smoker,Marines,Human,Alive,Moku Moku no Mi,Grand Line,"['Observation', 'Armament']",500000000,Logia
1299,Smooge,Caesar Clown (former),Human,Alive,Unknown,,,,Unknown
1300,Snakeman,Beasts Pirates,Human,Alive,Snake SMILE,,,,Zoan
1301,Sodom,Franky Family,Animal,Alive,Unknown,,,,Unknown
1302,Solitaire,Beasts Pirates,Human,Alive,Monkey SMILE,,,,Zoan
1303,Some,,Human,Alive,Unknown,,,,Unknown
1304,Sonieh,Foxy Pirates (former),Human,Alive,Unknown,,,,Unknown
1305,Sora,Mermaid Café,Merfolk,Alive,Unknown,Grand Line (Ryugu Kingdom),,,Unknown
1306,Sora (fictional),,Human,Alive,Unknown,,,,Unknown
1307,Soro,Helmeppo,Animal,Deceased,Unknown,East Blue,,,Unknown
1308,Spacey,Automata,Robot,Alive,Unknown,,,,Unknown
1309,Spandam,CP0,Human,Alive,Unknown,Grand Line,,,Unknown
1310,Spandine,CP9 (former),Human,Alive,Unknown,Grand Line,,,Unknown
1311,Spartan,,Human,Alive,Unknown,,,,Unknown
1312,Spector,,Human,Alive,Unknown,,,,Unknown
1313,Speed,Beasts Pirates,Human,Alive,Horse SMILE,Grand Line (Wano Country),,,Unknown
1314,Speed Jiru,Whitebeard Pirates,Human,Alive,Unknown,East Blue,,,Unknown
1315,Spencer,Roger Pirates,Human,Unknown,Unknown,,,,Unknown
1316,Sphinx,Impel Down,Human,Alive,Unknown,,,,Unknown
1317,Splash,,Human,Alive,Unknown,,,,Unknown
1318,Splatter,,Human,Alive,Unknown,,,,Unknown
1319,Spoil,Thriller Bark Victim's Association,Human,Alive,Unknown,,,,Unknown
1320,Squard,Maelstrom Spider Pirates,Human,Alive,Unknown,Grand Line,,210000000,Unknown
1321,Stainless,Marines,Human,Alive,Unknown,,['Armament'],500000000,Unknown
1322,Stalker,Marines,Human,Alive,Unknown,Grand Line,,1000000,Unknown
1323,Stansen,New Giant Warrior Pirates,Giant,Alive,Unknown,Grand Line,,,Unknown
1324,Stealth Black,Germa 66 (fictional),Human,Alive,Unknown,,,,Unknown
1325,Sterry,,Human,Alive,Unknown,East Blue (Dawn Island),,,Unknown
1326,Stevie,Water 7,Human,Alive,Unknown,,,,Unknown
1327,Stomp,Arabasta Kingdom,Animal,Alive,Unknown,,,,Unknown
1328,Strawberry,Marines,Human,Alive,Unknown,,['Armament'],500000000,Unknown
1329,Streusen,Big Mom Pirates,Human,Alive,Kuku Kuku no Mi,Grand Line,,,Paramecia
1330,Stroganoff,Beef Kingdom,Human,Alive,Unknown,,,,Unknown
1331,Stronger,Blackbeard Pirates,Animal,Alive,"Uma Uma no Mi, Model: Pegasus",,,,Zoan
1332,Stussy,Vegapunk,Clone,Unknown,Batto Batto no Mi,Grand Line (MADS Research Ship),"['Observation', 'Armament']",,Zoan
1333,Su,Conis,Animal,Alive,Unknown,,,,Unknown
1334,Sugamichi,Fujin,Animal,Alive,Unknown,,,,Unknown
1335,Sugar,Donquixote Pirates,Human,Alive,Hobi Hobi no Mi,North Blue,,,Paramecia
1336,Sukare Karehosui,Germ Pirates,Human,Alive,Unknown,,,,Unknown
1337,Sukare Tainen,Germ Pirates,Human,Alive,Unknown,,,,Unknown
1338,Suke,Kyoshiro Family,Human,Alive,Unknown,,,,Unknown
1339,Sukoshiba Kanishitoru,Impel Down,Human,Alive,Unknown,,,,Unknown
1340,Sukune,,Human,Alive,Unknown,,,,Unknown
1341,Suleiman,Beautiful Pirates,Human,Alive,Unknown,South Blue,,67000000,Unknown
1342,Sunbell,Roger Pirates,Fish-man,Unknown,Unknown,,,,Unknown
1343,Surume,New Fish-Man Pirates (Defected),Animal,Alive,Unknown,North Blue (North Pole),,,Unknown
1344,Suzume,,Animal,Unknown,Unknown,,,,Unknown
1345,Sweet Pea,Kuja,Human,Alive,Unknown,Calm Belt (Amazon Lily),['Armament'],,Unknown
1346,T Bone,Marines,Human,Deceased,Unknown,Grand Line,['Armament'],500000000,Unknown
1347,Tabuhachiro,Kouzuki Family,Human,Alive,Unknown,,,,Unknown
1348,Tacos,Shishano Kingdom,Human,Alive,Unknown,,,,Unknown
1349,Taka,Hyougoro Family,Human,Deceased,Unknown,,,,Unknown
1350,Takao,Komurasaki,Human,Alive,Unknown,,,,Unknown
1351,Take,Arlong Pirates,Fish-man,Alive,Unknown,Grand Line (Ryugu Kingdom),,,Unknown
1352,Tama,Oide,Animal,Alive,Unknown,,,,Unknown
1353,Tamachibi,Stool Restaurant,Human,Alive,Unknown,Grand Line (Drum Island),,,Unknown
1354,Tamago,Big Mom Pirates,Longleg,Alive,Tama Tama no Mi,Grand Line,"['Observation', 'Armament']",429000000,Zoan
1355,Tamagon,Galley-La Company (Zambai's Company Union),Human,Alive,Unknown,,,,Unknown
1356,Tamanegi,Usopp Pirates (disbanded),Human,Alive,Unknown,East Blue (Gecko Islands),,,Unknown
1357,Tamikebao,Kurozumi Family,Human,Alive,Unknown,,,,Unknown
1358,Tank Lepanto,Dressrosa Kingdom,Human,Alive,Unknown,,,,Unknown
1359,Tansui,Macro Pirates,Fish-man,Alive,Unknown,Grand Line (Ryugu Kingdom),,,Unknown
1360,Tarara,Tontatta Kingdom,Dwarf,Alive,Unknown,,,,Unknown
1361,Tararan,Thriller Bark Pirates,Devil Fruit creation,Deceased,Unknown,,,,Unknown
1362,Taro,Roger Pirates,Human,Unknown,Unknown,,,,Unknown
1363,Taroimo,Karakuri Island,Human,Alive,Unknown,,,,Unknown
1364,Tashigi,Marines,Human,Alive,Unknown,East Blue,"['Observation', 'Armament']",100000000,Unknown
1365,Tate,Whitebeard Pirates,Human,Alive,Unknown,,,,Unknown
1366,Tea IV,Eigis Kingdom,Human,Alive,Unknown,,,,Unknown
1367,Tegata Ringana,,Human,Alive,Unknown,,,,Unknown
1368,Tenjo-Sagari,Beasts Pirates,Human,Alive,White Snake SMILE,,,,Zoan
1369,Tensei [Kurouma],Marines ,Human,Alive,Unknown,,,,Unknown
1370,Tera,,Human,Deceased,Unknown,,,,Unknown
1371,Terracotta,Arabasta Kingdom,Human,Alive,Unknown,,,,Unknown
1372,Terry,,Human,Alive,Unknown,,,,Unknown
1373,Terry Gilteo,Revolutionary Army,Human,Alive,Unknown,,,,Unknown
1374,Teru,,Human,Alive,Unknown,East Blue (Conomi Islands),,,Unknown
1375,Thalassa Lucas,Ilisia Kingdom,Human,Unknown,Unknown,,,,Unknown
1376,Thatch,Whitebeard Pirates,Human,Deceased,Unknown,North Blue,,,Unknown
1377,Thormann,Giant Warrior Pirates,Giant,Alive,Unknown,,,,Unknown
1378,Tibany,Kamabakka Kingdom,Human,Alive,Unknown,,,,Unknown
1379,Tilestone,Galley-La Company,Human,Alive,Unknown,Grand Line (Water 7),,,Unknown
1380,Togare,,Fish-man,Alive,Unknown,Grand Line (Ryugu Kingdom),,,Unknown
1381,Tokijiro,,Human,Alive,Unknown,,,,Unknown
1382,Tokikake [Chaton],Marines,Human,Alive,Unknown,,['Armament'],500000000,Unknown
1383,Toko,Shimotsuki Family,Human,Alive,Unknown,,,,Unknown
1384,Tom,Tom's Workers,Fish-man,Deceased,Unknown,Grand Line (Ryugu Kingdom),,,Unknown
1385,Tomatito,,Human,Alive,Unknown,,,,Unknown
1386,Tomozo,,Human,Unknown,Unknown,,,,Unknown
1387,Tonjil,,Human,Alive,Unknown,Grand Line (Long Ring Long Land),,,Unknown
1388,Tonjit,,Human,Alive,Unknown,Grand Line (Long Ring Long Land),,,Unknown
1389,Tonsfer,,Human,Alive,Unknown,Grand Line (Long Ring Long Land),,,Unknown
1390,Tony Tony Chopper,Straw Hat Pirates,Animal,Alive,Hito Hito no Mi,Grand Line (Drum Island),,1000,Zoan
1391,Topknot,Poseidon,Animal,Alive,Unknown,,,,Unknown
1392,Topman Warcury,Five Elders,Human,Alive,Unknown,,"['Conquerors', 'Observation']",,Unknown
1393,Torasaburo,,Devil Fruit creation,Deceased,Unknown,,,,Unknown
1394,Tori,Blackbeard Pirates,Human,Alive,Unknown,,,,Unknown
1395,Tosa,Marines,Human,Alive,Unknown,,['Armament'],500000000,Unknown
1396,Toto,,Human,Alive,Unknown,,,,Unknown
1397,Totts,Bonney Pirates,Human,Alive,Unknown,South Blue,,,Unknown
1398,Toyama Tsujigiro,,Human,Unknown,Unknown,,,,Unknown
1399,Trafalgar D. Water Law,Heart Pirates,Human,Alive,Ope Ope no Mi (Awakened),North Blue,"['Observation', 'Armament']",3000000000,Paramecia
1400,Trafalgar Lami,,Human,Deceased,Unknown,,,,Unknown
1401,Trebol,Donquixote Pirates,Human,Alive,Beta Beta no Mi,North Blue,"['Observation', 'Armament']",99000000,Paramecia
1402,Tristan,Mokomo Dukedom,Mink,Alive,Unknown,,,,Unknown
1403,Tritobu,Nagagutsu Kingdom,Human,Alive,Unknown,,,,Unknown
1404,Tritoma,Kuja,Human,Deceased,Unknown,,['Armament'],,Unknown
1405,Tsugaru Umi,,Human,Alive,Unknown,,,,Unknown
1406,Tsukimi,,Human,Deceased,Unknown,,,,Unknown
1407,Tsumonsieur Kamaya,CP9 (former),Human,Unknown,Unknown,,,,Unknown
1408,Tsunagoro,,Human,Alive,Unknown,,,,Unknown
1409,Tsunokkov,Newkama Land (former),Human,Alive,Unknown,,,,Unknown
1410,Tsuru,Marines,Human,Alive,Woshu Woshu no Mi,North Blue,"['Observation', 'Armament']",500000000,Paramecia
1411,Tsurube,Kurozumi Family,Human,Deceased,Unknown,,,,Unknown
1412,Tsurue Monnosuke,,Human,Alive,Unknown,,,,Unknown
1413,Tsurujo,,Human,Alive,Unknown,,,,Unknown
1414,Turco,Fake Straw Hat Crew,Human,Alive,Unknown,East Blue,,,Unknown
1415,Tyrannosaurus,Iceburg,Animal,Alive,Unknown,,,,Unknown
1416,Ubau,,Moon people - Skypiean,Deceased,Unknown,Sky Islands (Skypiea),,,Unknown
1417,Ucy,,Animal,Alive,Unknown,,,,Unknown
1418,Uhho,,Animal,Alive,Unknown,,,,Unknown
1419,Uholisia,Niho Navy,Human,Alive,Unknown,,,,Unknown
1420,UK,Kid Pirates,Human,Unknown,Unknown,,,,Unknown
1421,Ukkari,Marines,Human,Alive,Unknown,East Blue,,100000,Unknown
1422,Ukon,Kouzuki Family,Human,Alive,Unknown,,,,Unknown
1423,Ulti,Yamato,Human,Alive,"Ryu Ryu no Mi, Model: Pachycephalosaurus",Grand Line,"['Observation', 'Armament']",400000000,Zoan
1424,Ultraking,Rain Dinners,Human,Alive,Unknown,,,,Unknown
1425,Umit,Underworld,Human,Alive,Unknown,,,,Unknown
1426,Underbite,Poseidon,Animal,Alive,Unknown,,,,Unknown
1427,Uni,Heart Pirates,Human,Unknown,Unknown,,,,Unknown
1428,Unigaro,Thriller Bark Pirates,Animal,Deceased,Unknown,,,,Unknown
1429,Urashima,,Human,Alive,Unknown,,,,Unknown
1430,Uraya Mashikatta,,Human,Alive,Unknown,,,,Unknown
1431,Urbain,,Giant,Alive,Unknown,,,,Unknown
1432,Urban,Marines,Human,Alive,Tsutsu Tsutsu no Mi,,['Observation'],500000000,Paramecia
1433,Urouge,Fallen Monk Pirates,Moon people - Unknown,Alive,Unnamed Paramecia,Sky Islands,,108000000,Paramecia
1434,Usagihebi,Island of Rare Animals,Animal,Alive,Unknown,,,,Unknown
1435,Usakkov,Newkama Land (former),Human,Alive,Unknown,,,,Unknown
1436,Ushiano,Revolutionary Army,Mink,Alive,Unknown,,,,Unknown
1437,Usopp,Straw Hat Pirates,Human,Alive,Unknown,East Blue (Gecko Islands),['Observation'],500000000,Unknown
1438,Usunoro,Beasts Pirates (Armored Division),Human,Alive,Giant Tortoise SMILE,,,,Zoan
1439,Uta,Red Hair Pirates (former),Human,Unknown,Unknown,,,,Unknown
1440,Uwattsura,Beasts Pirates,Human,Alive,Unknown,,,,Unknown
1441,Uzu,,Human,Alive,Unknown,,,,Unknown
1442,Uzuki Namida,Uzuki Family,Human,Alive,Unknown,,,,Unknown
1443,Uzuki Tempura,Uzuki Family,Human,Deceased,Unknown,Grand Line (Wano Country),,,Unknown
1444,Van Augur,Blackbeard Pirates,Human,Alive,Wapu Wapu no Mi,East Blue,,"At least 64,000,000",Paramecia
1445,Vander Decken,Flying Dutchman,Human,Deceased,Unknown,,,,Unknown
1446,Vander Decken IX,Flying Pirates,Fish-man,Alive,Mato Mato no Mi,Grand Line (Ryugu Kingdom),,,Paramecia
1447,Vasco Shot,Blackbeard Pirates,Human,Alive,Gabu Gabu no Mi,South Blue,,,Paramecia
1448,Vegaforce-01,Vegapunk,Robot,Deceased,Unknown,,,,Unknown
1449,Vegapants,,Human,Alive,Unknown,,,,Unknown
1450,Vegapunk,MADS (former),Human,Deceased,Nomi Nomi no Mi,Grand Line (Karakuri Island),,,Paramecia
1451,Vergo,Donquixote Pirates,Human,Deceased,Unknown,North Blue,"['Observation', 'Armament']",,Unknown
1452,Very Good,Marines,Human,Alive,Beri Beri no Mi,,,100000000,Paramecia
1453,Victoria Cindry,Thriller Bark Pirates,Human,Deceased,Unknown,West Blue,,,Unknown
1454,Victoria Shiruton Doruyanaika,,Human,Deceased,Unknown,,,,Unknown
1455,Vincent,Sankan Kingdom,Human,Alive,Unknown,,,,Unknown
1456,Vinsmoke Ichiji,Germa Kingdom,Human,Alive,Unknown,North Blue (Germa Kingdom),,,Unknown
1457,Vinsmoke Judge,Germa Kingdom,Human,Alive,Unknown,North Blue (Germa Kingdom),['Armament'],,Unknown
1458,Vinsmoke Niji,Germa Kingdom,Human,Alive,Unknown,North Blue (Germa Kingdom),,,Unknown
1459,Vinsmoke Reiju,Germa Kingdom,Human,Alive,Unknown,North Blue (Germa Kingdom),,,Unknown
1460,Vinsmoke Sora,Germa Kingdom,Human,Deceased,Unknown,,,,Unknown
1461,Vinsmoke Yonji,Germa Kingdom,Human,Alive,Unknown,North Blue (Germa Kingdom),,,Unknown
1462,Viola,Dressrosa Kingdom,Human,Alive,Giro Giro no Mi,Grand Line (Dressrosa),,,Paramecia
1463,Vista,Whitebeard Pirates,Human,Alive,Unknown,North Blue,"['Observation', 'Armament']",,Unknown
1464,Vitan,Whitebeard Pirates,Human,Alive,Unknown,,,,Unknown
1465,Vito,Fire Tank Pirates,Human,Alive,Unknown,West Blue,,95000000,Unknown
1466,Wadatsumi,Sun Pirates,Fish-man,Alive,Unknown,Grand Line (Ryugu Kingdom),,,Unknown
1467,Wakasa,,Human,Alive,Unknown,,,,Unknown
1468,Wall Zombie,Thriller Bark Pirates,Devil Fruit creation,Deceased,Unknown,,,,Unknown
1469,Wallace,Spade Pirates,Fish-man,Alive,Unknown,,,,Unknown
1470,Wallem,Whitebeard Pirates,Human,Alive,Unknown,,,,Unknown
1471,Wanda,Mokomo Dukedom,Mink,Alive,Unknown,Grand Line (Mokomo Dukedom),,,Unknown
1472,Wany,Wanda,Animal,Alive,Unknown,,,,Unknown
1473,Wanyudo,Beasts Pirates,Human,Alive,Pug SMILE,,,,Zoan
1474,Wanze,CP7,Human,Alive,Unknown,West Blue,,,Unknown
1475,Wapol,Evil Black Drum Kingdom,Human,Alive,Baku Baku no Mi,Grand Line (Drum Kingdom),,,Paramecia
1476,Warashi,Shandia,Moon people - Shandian,Alive,Unknown,,,,Unknown
1477,Warazane,Raijin,Animal,Alive,Unknown,,,,Unknown
1478,Warrior God,,Giant,Deceased,"Ryu Ryu no Mi, Model: Nidhogg",,,,Zoan
1479,Waruno Furishiro,,Human,Alive,Unknown,,,,Unknown
1480,Wellington,,Human,Unknown,Unknown,,,10000000,Unknown
1481,Wheel,South Fire Kingdom,Human,Alive,Unknown,,,,Unknown
1482,Whitey Bay,Whitebeard Pirates,Human,Alive,Unknown,,,,Unknown
1483,Whos-Who,Beasts Pirates (Tobiroppo),Human,Alive,"Neko Neko no Mi, Model: Saber Tiger",North Blue,"['Observation', 'Armament']",546000000,Zoan
1484,Wicca,Tontatta Kingdom,Dwarf,Alive,Unknown,,,,Unknown
1485,Willie Gallon,,Human,Unknown,Unknown,,,,Unknown
1486,Wire,Kid Pirates,Human,Unknown,Unknown,South Blue (Kutsukku Island),,,Unknown
1487,Wolf,Walrus School,Giant,Alive,Unknown,,,,Unknown
1488,Woop Slap,Foosha Village,Human,Alive,Unknown,East Blue (Goa Kingdom),,,Unknown
1489,Wyper,God's Guards,Moon people - Shandian,Alive,Unknown,Sky Islands (Skypiea),,,Unknown
1490,X Drake,Marines ,Human,Alive,"Ryu Ryu no Mi, Model: Allosaurus",North Blue,,222000000,Zoan
1491,Yama,Enel (former),Moon people - Birkan,Unknown,Unknown,Sky Islands (Birka),,,Unknown
1492,Yamakaji,Marines,Human,Alive,Unknown,,['Armament'],500000000,Unknown
1493,Yamanba,Beasts Pirates,Human,Alive,Japanese Rat Snake SMILE,,,,Zoan
1494,Yamato,Beasts Pirates (Defected),Human,Alive,"Inu Inu no Mi, Model: Okuchi no Makami",,"['Conquerors', 'Observation', 'Armament']",,Zoan
1495,Yame,,Human,Alive,Unknown,,,,Unknown
1496,Yamenahare,Marumieta,Human,Alive,Unknown,,,,Unknown
1497,Yamon,Roger Pirates,Human,Unknown,Unknown,,,,Unknown
1498,Yarisugi,Marines,Human,Alive,Unknown,,,100000000,Unknown
1499,Yasopp,Red Hair Pirates,Human,Alive,Unknown,East Blue (Gecko Islands),['Observation'],,Unknown
1500,Yatappe,,Human,Alive,Unknown,,,,Unknown
1501,Yazaemon,Beasts Pirates,Human,Alive,Unknown,Grand Line (Wano Country),,,Unknown
1502,Ylva,Walrus School,Giant,Alive,Unknown,,,,Unknown
1503,Yokan,,Human,Alive,Unknown,,,,Unknown
1504,Yokozuna,Tom's Workers,Animal,Alive,Unknown,,,,Unknown
1505,Yomo,Mokomo Dukedom,Mink,Alive,Unknown,,,,Unknown
1506,Yonka,,Merfolk,Alive,Unknown,Grand Line (Ryugu Kingdom),,,Unknown
1507,Yonka Two,,Merfolk,Alive,Unknown,Grand Line (Ryugu Kingdom),,,Unknown
1508,York,Marines (SSG),Robot,Alive,Unknown,Grand Line (Egghead),,,Unknown
1509,Yorki,Rumbar Pirates,Human,Unknown,Unknown,,,,Unknown
1510,Yosaku,Johnny,Human,Alive,Unknown,East Blue,,,Unknown
1511,Yoshimoto,,Human,Alive,Unknown,,,,Unknown
1512,Yotsubane,Shandia,Moon people - Shandian,Alive,Unknown,,,,Unknown
1513,Yu,,Human,Alive,Unknown,East Blue,,,Unknown
1514,Yui,Roger Pirates,Human,Unknown,Unknown,,,,Unknown
1515,Yuki,,Human,Unknown,Unknown,Grand Line,,,Unknown
1516,Yurikah,Tulip Pirates,Human,Alive,Unknown,,,,Unknown
1517,Zabo,,Human,Deceased,Unknown,,,,Unknown
1518,Zadie,Ohara Archaeologists,Human,Deceased,Unknown,,,,Unknown
1519,Zala [Miss Doublefinger],New Spiders Cafe,Human,Alive,Toge Toge no Mi,Grand Line,,35000000,Paramecia
1520,Zambai,Galley-La Company (Zambai's Company Union),Human,Alive,Unknown,Grand Line (Water 7),,,Unknown
1521,Zangirimaru,,Human,Alive,Unknown,,,,Unknown
1522,Zanki,Beasts Pirates (Numbers),Artificial Giant,Alive,Unknown,Grand Line (Punk Hazard),,,Unknown
1523,Zeff,Baratie,Human,Alive,Unknown,East Blue,,,Unknown
1524,Zeo,New Fish-Man Pirates,Fish-man,Alive,Unknown,Grand Line (Ryugu Kingdom),,,Unknown
1525,Zepo,Nox Pirates,Mink,Deceased,Unknown,,,,Unknown
1526,Zeus,Straw Hat Pirates,Object,Alive,Unknown,Grand Line,,,Unknown
1527,Zodia,Whitebeard Pirates,Human,Alive,Unknown,,,,Unknown
1528,Zotto,Marines,Human,Alive,Unknown,,,1000000,Unknown
1529,Zucca,Whitebeard Pirates,Human,Alive,Unknown,,,,Unknown
1530,Zunesha,,Animal,Alive,Unknown,Grand Line (New World),,,Unknown
1531,Zururin,,Fish-man,Alive,Unknown,Grand Line (Ryugu Kingdom),,,Unknown
